# title = Flux tower observations from AU-SurreyHills (after qc)
# summary = Quality controlled flux tower observations for Surrey Hills, Melbourne, Australia. Developed for use in the Urban-PLUMBER model evaluation project. Attribute any use to "Harmonized, gap-filled dataset from 20 urban flux tower sites"
# sitename = AU-SurreyHills
# long_sitename = Surrey Hills, Melbourne, Australia
# version = v1
# keywords = urban, flux tower, eddy covariance, observations
# conventions = ALMA, CF, ACDD-1.3
# featureType = timeSeries
# license = CC-BY-4.0: https://creativecommons.org/licenses/by/4.0/
# time_coverage_start = 2004-02-23 05:00:00
# time_coverage_end = 2004-07-19 23:30:00
# time_shown_in = UTC
# local_utc_offset_hours = 10.0
# timestep_interval_seconds = 1800.0
# timestep_number_analysis = 7094
# project = Urban-PLUMBER multi-site model evaluation project for urban areas
# references = Data from "Harmonized gap-filled dataset from 20 urban flux tower sites": https://doi.org/10.5281/zenodo.5517550
# project_contact = Mathew Lipson (m.lipson@unsw.edu.au), Sue Grimmond (c.s.grimmond@reading.ac.uk), Martin Best (martin.best@metoffice.gov.uk)
# observations_contact = Andrew Coutts (andrew.coutts@monash.edu), Nigel Tapper (nigel.tapper@monash.edu)
# observations_reference = Coutts, Beringer and Tapper (2007a): https://doi.org/10.1175/JAM2462.1; Coutts, Beringer and Tapper (2007b) https://doi.org/10.1016/j.atmosenv.2006.08.030
# date_created = 2022-09-22 14:41:10
# source = https://github.com/matlipson/urban-plumber_pipeline
# comment = Gap-filled from nearby AU-Preston tower where available
# history = v0.9 (2021-09-08): beta issue; v1 (2022-09-15): with publication in ESSD
# see sitedata csv for site characteristics
# units = SWdown: W/m2, LWdown: W/m2, Tair: K, Qair: kg/kg, PSurf: Pa, Rainf: kg/m2/s, Snowf: kg/m2/s, Wind_N: m/s, Wind_E: m/s, SWup: W/m2, LWup: W/m2, Qle: W/m2, Qh: W/m2, Qtau: N/m2, SWdown_qc: -, LWdown_qc: -, Tair_qc: -, Qair_qc: -, PSurf_qc: -, Rainf_qc: -, Snowf_qc: -, Wind_N_qc: -, Wind_E_qc: -, SWup_qc: -, LWup_qc: -, Qle_qc: -, Qh_qc: -, Qtau_qc: -
# quality control (qc) flags: 0:observed, 1:gapfilled_from_obs, 2:gapfilled_derived_from_era5, 3:missing
# 
#     Date     Time     SWdown     LWdown       Tair         Qair      PSurf        Rainf Snowf     Wind_N     Wind_E       SWup       LWup        Qle         Qh       Qtau  SWdown_qc  LWdown_qc    Tair_qc    Qair_qc   PSurf_qc   Rainf_qc   Snowf_qc  Wind_N_qc  Wind_E_qc    SWup_qc    LWup_qc     Qle_qc      Qh_qc    Qtau_qc
2004-02-23 20:30:00     32.139    253.036    283.471   0.00551799   100501.0   0.00000000   NaN      3.350     -2.358      7.180    349.867        NaN        NaN      0.113          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-23 21:00:00    120.434    253.944    283.579   0.00551334   100526.0   0.00000000   NaN      1.755     -1.751     26.096    354.577        NaN        NaN      0.028          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-23 21:30:00    231.111    255.572    284.216   0.00556134   100546.0   0.00000000   NaN      1.660     -1.889     45.904    363.749        NaN        NaN      0.148          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-23 22:00:00    349.168    261.998    285.275   0.00561063   100562.0   0.00000000   NaN      0.599     -1.570     64.951    375.015        NaN        NaN      0.277          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-23 22:30:00    364.164    267.578    286.159   0.00570393   100558.0   0.00000000   NaN      0.250     -0.450     74.234    386.888        NaN        NaN      0.072          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-23 23:00:00    437.514    282.288    286.430   0.00580573   100566.0   0.00000000   NaN      0.171      0.446     77.774    394.349     28.701    143.842      0.030          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-23 23:30:00    698.431    292.930    287.241   0.00592205   100569.0   0.00000000   NaN      0.617      0.051    121.960    416.051        NaN        NaN      0.029          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-24 00:00:00    721.048    294.003    288.748   0.00599547   100554.0   0.00000000   NaN     -0.349      0.170    124.811    427.752     28.626    201.413      0.204          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 00:30:00    656.125    297.817    289.735   0.00605449   100553.0   0.00000000   NaN     -0.523     -0.477    112.878    429.700     40.388    228.318      0.158          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 01:00:00    500.846    306.414    289.617   0.00609093   100541.0   0.00000000   NaN     -0.794     -0.439     84.514    424.356      1.907     98.632      0.472          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 01:30:00    777.671    312.861    290.849   0.00614764   100505.0   0.00000000   NaN     -0.483     -0.420    130.601    439.427     26.950    297.278      0.030          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 02:00:00    940.274    308.412    291.530   0.00613581   100459.0   0.00000000   NaN     -0.354      0.231    157.210    460.850     91.555    570.988      0.415          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 02:30:00    519.878    310.326    291.829   0.00604094   100421.0   0.00000000   NaN      0.781     -0.728     85.852    444.312        NaN        NaN      0.125          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-24 03:00:00    681.296    322.410    293.070   0.00608282   100392.0   0.00000000   NaN      0.652     -0.075    112.673    451.823        NaN        NaN      0.142          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-24 03:30:00   1018.640    318.695    293.718   0.00616749   100359.0   0.00000000   NaN      0.944     -0.149    167.014    477.284        NaN        NaN      0.132          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-24 04:00:00    970.356    319.010    294.535   0.00633555   100330.0   0.00000000   NaN      1.376      0.834    157.979    481.313     40.954    213.154      0.202          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 04:30:00    832.864    321.425    295.234   0.00642888   100287.0   0.00000000   NaN      0.464      0.949    135.315    479.299     77.664    327.183      0.193          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 05:00:00    483.232    321.988    294.990   0.00649068   100242.0   0.00000000   NaN      1.452      2.979     79.158    457.289     13.355    346.495      0.753          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 05:30:00    422.875    328.568    294.669   0.00674022   100211.0   0.00000000   NaN      1.722      2.964     86.799    453.193     61.534    191.474      0.332          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 06:00:00    530.300    325.528    295.244   0.00699860   100168.0   0.00000000   NaN      2.073      2.570     85.510    453.835     93.553    121.273      0.302          0          0          0          0          0          0          3          0          1          0          0          0          0          0
2004-02-24 06:30:00    259.580    325.981    295.387   0.00744824   100153.0   0.00000000   NaN      4.080      0.362     41.942    439.769        NaN        NaN      0.475          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-24 07:00:00    265.382    343.472    295.867   0.00779387   100161.0   0.00000000   NaN      2.245      2.009     43.311    440.882     78.116     76.165      0.342          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 07:30:00    341.911    347.580    296.446   0.00750183   100158.0   0.00000000   NaN      3.469     -0.989     55.683    446.130        NaN        NaN      0.390          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-24 08:00:00    202.681    331.820    296.258   0.00785339   100165.0   0.00000000   NaN      4.063     -0.476     32.996    436.585        NaN        NaN      0.203          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-24 08:30:00     96.931    324.769    296.150   0.00788651   100188.0   0.00000000   NaN      3.402      0.728     16.290    427.546     42.674     20.461      0.281          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 09:00:00     37.694    321.817    296.003   0.00766615   100213.0   0.00000000   NaN      2.344     -2.052      7.164    421.330        NaN        NaN      0.123          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-24 09:30:00      0.565    320.714    295.528   0.00759185   100228.0   0.00000000   NaN      1.738     -3.117      1.055    415.834        NaN        NaN      0.110          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-24 10:00:00        NaN    325.618    294.911   0.00739754   100248.0   0.00000000   NaN      2.696     -3.964      0.499    412.860        NaN        NaN      0.147          3          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-24 10:30:00        NaN    328.821    294.239   0.00745876   100270.0   0.00000000   NaN      3.362     -4.460        NaN    410.179        NaN        NaN      0.269          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-24 11:00:00        NaN    318.153    293.280   0.00761883   100277.0   0.00000000   NaN      4.055     -4.489        NaN    404.703        NaN        NaN      0.438          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-24 11:30:00        NaN    307.824    292.410   0.00816473   100284.0   0.00000000   NaN      4.150     -4.973        NaN    399.667        NaN        NaN      0.328          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-24 12:00:00        NaN    304.449    291.932   0.00836487   100288.0   0.00000000   NaN      3.624     -4.614        NaN    396.480        NaN        NaN      0.252          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-24 12:30:00        NaN    302.221    291.580   0.00836768   100286.0   0.00000000   NaN      3.257     -3.906        NaN    393.877        NaN        NaN      0.127          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-24 13:00:00        NaN    300.434    291.306   0.00843272   100279.0   0.00000000   NaN      3.066     -3.094        NaN    391.647        NaN        NaN      0.104          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-24 13:30:00        NaN    303.931    291.022   0.00848860   100261.0   0.00000000   NaN      3.096     -2.469        NaN    390.001        NaN        NaN      0.067          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-24 14:00:00        NaN    306.587    290.604   0.00859513   100254.0   0.00000000   NaN      3.150     -1.587        NaN    388.171        NaN        NaN      0.020          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-24 14:30:00        NaN    308.430    290.283   0.00877070   100251.0   0.00000000   NaN      3.029     -1.631        NaN    386.867        NaN        NaN      0.034          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-24 15:00:00        NaN    312.396    289.831   0.00886020   100251.0   0.00000000   NaN      1.651     -0.917        NaN    385.397        NaN        NaN      0.020          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-24 15:30:00        NaN    320.719    289.522   0.00900342   100249.0   0.00000000   NaN      0.258     -0.940        NaN    385.099        NaN        NaN      0.040          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-24 16:00:00        NaN    333.898    289.512   0.00909951   100246.0   0.00000000   NaN     -1.095      0.016        NaN    386.366     -1.627     -5.951      0.026          3          0          0          0          0          0          3          0          0          3          0          0          0          0
2004-02-24 16:30:00        NaN    305.521    289.044   0.00910333   100248.0   0.00000000   NaN     -1.112      0.320        NaN    381.727     -1.827      3.557      0.021          3          0          0          0          0          0          3          0          0          3          0          0          0          0
2004-02-24 17:00:00        NaN    294.419    288.572   0.00907182   100235.0   0.00000000   NaN     -2.210      0.131        NaN    377.905     -2.754     -5.822      0.008          3          0          0          0          0          0          3          0          0          3          0          0          0          0
2004-02-24 17:30:00        NaN    294.168    288.429   0.00903462   100229.0   0.00000000   NaN     -2.076     -0.170        NaN    376.710     -0.120      0.689      0.021          3          0          0          0          0          0          3          0          0          3          0          0          0          0
2004-02-24 18:00:00        NaN    294.038    288.274   0.00898309   100232.0   0.00000000   NaN     -2.635     -0.337        NaN    375.710      0.955      0.676      0.024          3          0          0          0          0          0          3          0          0          3          0          0          0          0
2004-02-24 18:30:00        NaN    293.697    287.988   0.00899145   100234.0   0.00000000   NaN     -2.617     -0.468        NaN    374.595     -0.596      1.164      0.006          3          0          0          0          0          0          3          0          0          3          0          0          0          0
2004-02-24 19:00:00        NaN    292.946    287.641   0.00895549   100251.0   0.00000000   NaN     -2.625     -0.711        NaN    373.547     16.052     12.210      0.035          3          0          0          0          0          0          3          0          0          3          0          0          0          0
2004-02-24 19:30:00        NaN    292.200    287.194   0.00894044   100260.0   0.00000000   NaN     -2.832     -0.954        NaN    372.215     -1.743     -4.769      0.051          3          0          0          0          0          0          3          0          0          3          0          0          0          0
2004-02-24 20:00:00        NaN    291.879    287.023   0.00892203   100296.0   0.00000000   NaN     -2.733     -0.798      0.514    371.492     -2.040     -5.389      0.035          3          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 20:30:00     21.948    292.418    287.000   0.00887929   100320.0   0.00000000   NaN     -2.237     -1.133      4.675    372.148      1.982      1.452      0.149          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 21:00:00    101.934    300.735    287.216   0.00882825   100327.0   0.00000000   NaN     -2.170     -0.738     20.597    376.933      6.421      1.045      0.068          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 21:30:00    115.005    341.229    287.978   0.00879541   100350.0   0.00000000   NaN     -1.297     -0.566     19.584    387.223    -23.132     -9.665      0.042          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 22:00:00    168.242    352.311    288.838   0.00887750   100357.0   0.00000000   NaN     -1.025     -0.804     28.042    395.047    -14.812    -30.598      0.075          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 22:30:00    314.362    334.937    289.855   0.00913948   100360.0   0.00000000   NaN     -1.279     -0.537     56.695    405.005     -4.127     20.657      0.110          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 23:00:00    510.673    323.737    290.439   0.00942888   100368.0   0.00000000   NaN     -1.686      0.486     86.140    417.415     23.466    107.662      0.003          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-24 23:30:00    485.184    319.026    291.107   0.00960108   100376.0   0.00000000   NaN     -1.123      0.497     86.803    424.412     38.683    202.838      0.055          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-25 00:00:00    692.145    315.916    291.934   0.00958729   100359.0   0.00000000   NaN     -0.902      1.362    120.560    440.143     77.141    347.296      0.045          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-25 00:30:00    760.713    319.840    293.149   0.00949142   100343.0   0.00000000   NaN     -1.137     -0.378    130.820    451.882      5.493    197.530      0.208          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-25 01:00:00    816.767    323.658    293.889   0.00946168   100313.0   0.00000000   NaN     -1.066      0.179    139.293    462.962     94.387    237.614      0.139          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-25 01:30:00    867.789    328.848    295.368   0.00933475   100281.0   0.00000000   NaN     -1.135     -0.194    147.155    474.668     50.893    271.014      0.077          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-25 02:00:00    900.111    331.617    295.679   0.00918879   100245.0   0.00000000   NaN      1.790     -0.605    149.260    483.283        NaN        NaN      0.031          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 02:30:00    916.872    335.076    296.652   0.00905754   100187.0   0.00000000   NaN      1.319     -0.070    151.465    490.534        NaN        NaN      0.071          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 03:00:00    912.777    339.068    297.293   0.00919007   100146.0   0.00000000   NaN      2.209      1.455    152.240    493.665    113.169    538.900      0.635          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-25 03:30:00    800.607    343.570    297.546   0.00968225   100120.0   0.00000000   NaN      1.898      1.404    132.693    490.908    122.720    287.001      0.490          0          1          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-25 04:00:00    767.511    356.474    298.203   0.00924477   100079.0   0.00000000   NaN      3.023      0.044    126.782    490.133        NaN        NaN      0.184          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 04:30:00    766.181    358.939    298.613   0.00925750   100034.0   0.00000000   NaN      3.493      0.547    125.606    495.907     47.151    378.092      0.769          0          0          0          0          0          0          3          0          0          0          0          0          0          0
2004-02-25 05:00:00    707.601    338.854    298.458   0.00923245    99991.3   0.00000000   NaN      4.222     -0.604    114.700    484.104        NaN        NaN      0.182          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 05:30:00    555.413    333.329    298.340   0.00981880    99961.0   0.00000000   NaN      5.564     -0.331    113.659    482.242        NaN        NaN      0.304          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 06:00:00    625.311    334.612    298.656   0.00999519    99946.9   0.00000000   NaN      5.173      0.228     98.822    478.152        NaN        NaN      0.622          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 06:30:00    537.353    332.052    298.865   0.01011022    99928.4   0.00000000   NaN      5.378      0.250     84.020    471.590        NaN        NaN      0.610          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 07:00:00    434.834    330.873    299.010   0.01011566    99916.5   0.00000000   NaN      5.567      0.476     67.876    465.193        NaN        NaN      0.492          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 07:30:00    322.065    329.842    299.140   0.00980146    99908.7   0.00000000   NaN      4.838     -0.391     50.349    457.990        NaN        NaN      0.664          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 08:00:00    217.196    325.873    299.070   0.00926239    99913.4   0.00000000   NaN      5.078     -3.309     34.043    449.299        NaN        NaN      0.320          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 08:30:00    113.845    323.837    298.475   0.00761317    99936.1   0.00000000   NaN      4.135     -4.148     18.975    439.878        NaN        NaN      0.358          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 09:00:00     32.513    319.794    297.672   0.00785701    99958.5   0.00000000   NaN      3.248     -4.372      6.048    431.033        NaN        NaN      0.359          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 09:30:00      0.076    317.505    296.936   0.00833932    99986.2   0.00000000   NaN      2.924     -3.624      1.062    424.467        NaN        NaN      0.209          0          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 10:00:00        NaN    313.673    296.219   0.00866056    99994.1   0.00000000   NaN      3.226     -3.840      0.642    419.589        NaN        NaN      0.163          3          0          0          0          0          0          3          0          0          0          0          3          3          0
2004-02-25 10:30:00        NaN    309.674    295.267   0.00905981    99999.8   0.00000000   NaN      3.451     -4.046        NaN    414.450        NaN        NaN      0.156          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-25 11:00:00        NaN    306.821    294.489   0.00918161   100016.0   0.00000000   NaN      3.167     -3.710        NaN    409.952        NaN        NaN      0.121          3          0          0          0          0          0          3          0          0          3          0          3          3          0
2004-02-25 11:30:00        NaN    305.072    293.834   0.00929852   100017.0   0.00000000   NaN      2.777     -3.375        NaN    405.921        NaN        NaN      0.124          3          0          0          0          0          0          3          0          0          3          0          3          3          0
